,reqs
1970-01-01 00:00:00,47207
1970-01-01 00:05:00,47302
1970-01-01 00:10:00,45517
1970-01-01 00:15:00,44415
1970-01-01 00:20:00,44227
1970-01-01 00:25:00,45461
1970-01-01 00:30:00,44402
1970-01-01 00:35:00,43154
1970-01-01 00:40:00,42154
1970-01-01 00:45:00,43076
1970-01-01 00:50:00,42260
1970-01-01 00:55:00,43562
1970-01-01 01:00:00,43516
1970-01-01 01:05:00,42761
1970-01-01 01:10:00,42399
1970-01-01 01:15:00,41273
1970-01-01 01:20:00,40169
1970-01-01 01:25:00,41542
1970-01-01 01:30:00,43033
1970-01-01 01:35:00,44080
1970-01-01 01:40:00,44743
1970-01-01 01:45:00,45844
1970-01-01 01:50:00,48229
1970-01-01 01:55:00,49358
1970-01-01 02:00:00,49913
1970-01-01 02:05:00,49059
1970-01-01 02:10:00,49618
1970-01-01 02:15:00,50089
1970-01-01 02:20:00,50291
1970-01-01 02:25:00,50296
1970-01-01 02:30:00,51071
1970-01-01 02:35:00,49436
1970-01-01 02:40:00,49154
1970-01-01 02:45:00,50574
1970-01-01 02:50:00,49912
1970-01-01 02:55:00,49295
1970-01-01 03:00:00,49706
1970-01-01 03:05:00,48584
1970-01-01 03:10:00,47713
1970-01-01 03:15:00,46838
1970-01-01 03:20:00,47755
1970-01-01 03:25:00,46695
1970-01-01 03:30:00,46571
1970-01-01 03:35:00,46676
1970-01-01 03:40:00,46913
1970-01-01 03:45:00,47998
1970-01-01 03:50:00,48627
1970-01-01 03:55:00,49732
1970-01-01 04:00:00,49598
1970-01-01 04:05:00,47991
1970-01-01 04:10:00,48599
1970-01-01 04:15:00,48808
1970-01-01 04:20:00,49563
1970-01-01 04:25:00,49243
1970-01-01 04:30:00,50286
1970-01-01 04:35:00,51449
1970-01-01 04:40:00,51781
1970-01-01 04:45:00,51641
1970-01-01 04:50:00,51173
1970-01-01 04:55:00,49878
1970-01-01 05:00:00,50821
1970-01-01 05:05:00,52281
1970-01-01 05:10:00,52233
1970-01-01 05:15:00,52043
1970-01-01 05:20:00,53219
1970-01-01 05:25:00,54953
1970-01-01 05:30:00,54459
1970-01-01 05:35:00,53252
1970-01-01 05:40:00,51824
1970-01-01 05:45:00,51418
1970-01-01 05:50:00,52852
1970-01-01 05:55:00,51723
1970-01-01 06:00:00,49981
1970-01-01 06:05:00,48702
1970-01-01 06:10:00,46824
1970-01-01 06:15:00,45346
1970-01-01 06:20:00,44075
1970-01-01 06:25:00,44556
1970-01-01 06:30:00,43786
1970-01-01 06:35:00,44422
1970-01-01 06:40:00,42750
1970-01-01 06:45:00,42038
1970-01-01 06:50:00,42178
1970-01-01 06:55:00,42109
1970-01-01 07:00:00,40563
1970-01-01 07:05:00,41565
1970-01-01 07:10:00,41128
1970-01-01 07:15:00,40586
1970-01-01 07:20:00,39910
1970-01-01 07:25:00,39153
1970-01-01 07:30:00,37491
1970-01-01 07:35:00,37201
1970-01-01 07:40:00,36677
1970-01-01 07:45:00,36421
1970-01-01 07:50:00,37225
1970-01-01 07:55:00,37404
1970-01-01 08:00:00,37719
1970-01-01 08:05:00,37628
