,reqs
1970-01-01 00:00:00,11963
1970-01-01 00:05:00,12095
1970-01-01 00:10:00,12462
1970-01-01 00:15:00,12619
1970-01-01 00:20:00,12816
1970-01-01 00:25:00,12985
1970-01-01 00:30:00,13220
1970-01-01 00:35:00,13398
1970-01-01 00:40:00,13636
1970-01-01 00:45:00,13789
1970-01-01 00:50:00,13935
1970-01-01 00:55:00,14247
1970-01-01 01:00:00,14360
1970-01-01 01:05:00,14479
1970-01-01 01:10:00,14717
1970-01-01 01:15:00,14856
1970-01-01 01:20:00,15008
1970-01-01 01:25:00,15126
1970-01-01 01:30:00,15325
1970-01-01 01:35:00,15399
1970-01-01 01:40:00,15535
1970-01-01 01:45:00,15689
1970-01-01 01:50:00,15870
1970-01-01 01:55:00,15922
1970-01-01 02:00:00,16015
1970-01-01 02:05:00,16129
1970-01-01 02:10:00,16227
1970-01-01 02:15:00,16357
1970-01-01 02:20:00,16414
1970-01-01 02:25:00,16501
1970-01-01 02:30:00,16417
1970-01-01 02:35:00,16482
1970-01-01 02:40:00,16599
1970-01-01 02:45:00,16606
1970-01-01 02:50:00,16603
1970-01-01 02:55:00,16643
1970-01-01 03:00:00,16616
1970-01-01 03:05:00,16559
1970-01-01 03:10:00,16572
1970-01-01 03:15:00,16554
1970-01-01 03:20:00,16574
1970-01-01 03:25:00,16489
1970-01-01 03:30:00,16365
1970-01-01 03:35:00,16390
1970-01-01 03:40:00,16304
1970-01-01 03:45:00,16202
1970-01-01 03:50:00,16143
1970-01-01 03:55:00,16070
1970-01-01 04:00:00,15911
1970-01-01 04:05:00,15774
1970-01-01 04:10:00,15775
1970-01-01 04:15:00,15653
1970-01-01 04:20:00,15459
1970-01-01 04:25:00,15372
1970-01-01 04:30:00,15210
1970-01-01 04:35:00,15069
1970-01-01 04:40:00,14856
1970-01-01 04:45:00,14660
1970-01-01 04:50:00,14521
1970-01-01 04:55:00,14390
1970-01-01 05:00:00,14105
1970-01-01 05:05:00,14012
1970-01-01 05:10:00,13725
1970-01-01 05:15:00,13659
1970-01-01 05:20:00,13425
1970-01-01 05:25:00,13151
1970-01-01 05:30:00,12940
1970-01-01 05:35:00,12766
1970-01-01 05:40:00,12563
1970-01-01 05:45:00,12380
1970-01-01 05:50:00,12230
1970-01-01 05:55:00,11892
1970-01-01 06:00:00,11769
1970-01-01 06:05:00,11543
1970-01-01 06:10:00,11367
1970-01-01 06:15:00,11042
1970-01-01 06:20:00,10849
1970-01-01 06:25:00,10632
1970-01-01 06:30:00,10438
1970-01-01 06:35:00,10284
1970-01-01 06:40:00,10163
1970-01-01 06:45:00,9838
1970-01-01 06:50:00,9696
1970-01-01 06:55:00,9587
1970-01-01 07:00:00,9398
1970-01-01 07:05:00,9225
1970-01-01 07:10:00,8985
1970-01-01 07:15:00,8788
1970-01-01 07:20:00,8634
1970-01-01 07:25:00,8496
1970-01-01 07:30:00,8445
1970-01-01 07:35:00,8310
1970-01-01 07:40:00,8149
1970-01-01 07:45:00,7986
1970-01-01 07:50:00,7914
1970-01-01 07:55:00,7726
1970-01-01 08:00:00,7596
1970-01-01 08:05:00,7583
1970-01-01 08:10:00,7487
1970-01-01 08:15:00,7310
1970-01-01 08:20:00,7256
1970-01-01 08:25:00,7272
1970-01-01 08:30:00,7217
1970-01-01 08:35:00,7157
1970-01-01 08:40:00,7158
1970-01-01 08:45:00,7142
1970-01-01 08:50:00,7004
1970-01-01 08:55:00,7023
1970-01-01 09:00:00,7032
1970-01-01 09:05:00,7052
1970-01-01 09:10:00,7105
1970-01-01 09:15:00,7072
1970-01-01 09:20:00,7177
1970-01-01 09:25:00,7156
1970-01-01 09:30:00,7245
1970-01-01 09:35:00,7307
1970-01-01 09:40:00,7423
1970-01-01 09:45:00,7489
1970-01-01 09:50:00,7452
1970-01-01 09:55:00,7631
1970-01-01 10:00:00,7615
1970-01-01 10:05:00,7883
1970-01-01 10:10:00,7990
1970-01-01 10:15:00,8169
1970-01-01 10:20:00,8294
1970-01-01 10:25:00,8461
1970-01-01 10:30:00,8470
1970-01-01 10:35:00,8742
1970-01-01 10:40:00,8851
1970-01-01 10:45:00,9054
1970-01-01 10:50:00,9251
1970-01-01 10:55:00,9393
1970-01-01 11:00:00,9598
1970-01-01 11:05:00,9780
1970-01-01 11:10:00,9940
1970-01-01 11:15:00,10108
1970-01-01 11:20:00,10282
1970-01-01 11:25:00,10506
1970-01-01 11:30:00,10695
1970-01-01 11:35:00,10826
1970-01-01 11:40:00,11172
1970-01-01 11:45:00,11310
1970-01-01 11:50:00,11497
1970-01-01 11:55:00,11732
1970-01-01 12:00:00,11950
1970-01-01 12:05:00,12231
1970-01-01 12:10:00,12329
