,reqs
1970-01-01 00:00:00,106981
1970-01-01 00:15:00,106414
1970-01-01 00:30:00,105505
1970-01-01 00:45:00,104740
1970-01-01 01:00:00,104002
1970-01-01 01:15:00,103046
1970-01-01 01:30:00,102365
1970-01-01 01:45:00,101418
1970-01-01 02:00:00,100598
1970-01-01 02:15:00,99874
1970-01-01 02:30:00,98893
1970-01-01 02:45:00,98190
1970-01-01 03:00:00,97373
1970-01-01 03:15:00,96627
1970-01-01 03:30:00,95848
1970-01-01 03:45:00,94932
1970-01-01 04:00:00,94260
1970-01-01 04:15:00,93458
1970-01-01 04:30:00,92583
1970-01-01 04:45:00,91742
1970-01-01 05:00:00,91040
1970-01-01 05:15:00,90132
1970-01-01 05:30:00,89254
1970-01-01 05:45:00,88492
1970-01-01 06:00:00,87676
1970-01-01 06:15:00,87008
1970-01-01 06:30:00,86005
1970-01-01 06:45:00,85375
1970-01-01 07:00:00,84515
1970-01-01 07:15:00,83646
1970-01-01 07:30:00,82811
1970-01-01 07:45:00,82015
1970-01-01 08:00:00,81286
1970-01-01 08:15:00,80294
1970-01-01 08:30:00,79573
1970-01-01 08:45:00,78784
1970-01-01 09:00:00,77942
1970-01-01 09:15:00,77195
1970-01-01 09:30:00,76391
1970-01-01 09:45:00,75585
1970-01-01 10:00:00,74718
1970-01-01 10:15:00,73940
1970-01-01 10:30:00,73033
1970-01-01 10:45:00,72279
1970-01-01 11:00:00,71439
1970-01-01 11:15:00,70687
1970-01-01 11:30:00,69817
1970-01-01 11:45:00,69130
1970-01-01 12:00:00,68278
1970-01-01 12:15:00,67544
1970-01-01 12:30:00,66671
1970-01-01 12:45:00,65981
1970-01-01 13:00:00,65173
1970-01-01 13:15:00,64325
1970-01-01 13:30:00,63399
1970-01-01 13:45:00,62628
1970-01-01 14:00:00,61754
1970-01-01 14:15:00,61034
1970-01-01 14:30:00,60037
1970-01-01 14:45:00,59353
1970-01-01 15:00:00,58582
1970-01-01 15:15:00,57740
1970-01-01 15:30:00,56880
1970-01-01 15:45:00,56037
1970-01-01 16:00:00,55300
1970-01-01 16:15:00,54491
1970-01-01 16:30:00,53688
1970-01-01 16:45:00,52817
1970-01-01 17:00:00,52073
1970-01-01 17:15:00,51276
1970-01-01 17:30:00,50486
1970-01-01 17:45:00,49576
1970-01-01 18:00:00,48678
1970-01-01 18:15:00,48124
1970-01-01 18:30:00,47193
1970-01-01 18:45:00,46336
1970-01-01 19:00:00,45607
1970-01-01 19:15:00,44715
1970-01-01 19:30:00,43890
1970-01-01 19:45:00,43198
1970-01-01 20:00:00,42418
1970-01-01 20:15:00,41632
1970-01-01 20:30:00,40790
1970-01-01 20:45:00,39975
1970-01-01 21:00:00,39118
1970-01-01 21:15:00,38228
1970-01-01 21:30:00,37578
1970-01-01 21:45:00,36716
1970-01-01 22:00:00,35839
1970-01-01 22:15:00,34987
1970-01-01 22:30:00,34168
1970-01-01 22:45:00,33566
1970-01-01 23:00:00,32598
1970-01-01 23:15:00,31906
1970-01-01 23:30:00,30827
1970-01-01 23:45:00,30040
