,reqs
1970-01-01 00:00:00,148614
1970-01-01 01:00:00,161982
1970-01-01 02:00:00,174723
1970-01-01 03:00:00,187397
1970-01-01 04:00:00,200586
1970-01-01 05:00:00,213421
1970-01-01 06:00:00,226277
1970-01-01 07:00:00,239819
1970-01-01 08:00:00,252392
1970-01-01 09:00:00,265396
1970-01-01 10:00:00,278168
1970-01-01 11:00:00,291248
1970-01-01 12:00:00,304062
1970-01-01 13:00:00,317132
1970-01-01 14:00:00,330500
1970-01-01 15:00:00,343223
1970-01-01 16:00:00,355925
1970-01-01 17:00:00,369035
1970-01-01 18:00:00,381838
1970-01-01 19:00:00,395149
1970-01-01 20:00:00,407431
1970-01-01 21:00:00,420818
1970-01-01 22:00:00,433555
1970-01-01 23:00:00,446613
