datetime,app0,app1
1970-01-01 00:00:00,13800,27000
1970-01-01 00:05:00,14100,27300
1970-01-01 00:10:00,14100,27600
1970-01-01 00:15:00,14400,27600
1970-01-01 00:20:00,14700,30600
1970-01-01 00:25:00,14100,33600
1970-01-01 00:30:00,15000,30300
1970-01-01 00:35:00,15300,30000
1970-01-01 00:40:00,14700,30300
1970-01-01 00:45:00,14700,29400
1970-01-01 00:50:00,14700,30600
1970-01-01 00:55:00,15300,33000
1970-01-01 01:00:00,15900,34500
1970-01-01 01:05:00,15600,36300
1970-01-01 01:10:00,15300,38400
1970-01-01 01:15:00,15600,40800
1970-01-01 01:20:00,15600,43500
1970-01-01 01:25:00,15300,43800
1970-01-01 01:30:00,15900,43800
1970-01-01 01:35:00,15600,43800
1970-01-01 01:40:00,15900,40800
1970-01-01 01:45:00,15900,39300
1970-01-01 01:50:00,16200,40800
1970-01-01 01:55:00,17100,39900
1970-01-01 02:00:00,16800,42000
1970-01-01 02:05:00,16500,42600
1970-01-01 02:10:00,16800,44100
1970-01-01 02:15:00,16200,46200
1970-01-01 02:20:00,16800,45300
1970-01-01 02:25:00,16500,45300
1970-01-01 02:30:00,16800,43500
1970-01-01 02:35:00,16800,44100
1970-01-01 02:40:00,17400,42900
1970-01-01 02:45:00,17700,42000
1970-01-01 02:50:00,17100,40200
1970-01-01 02:55:00,17700,39900
1970-01-01 03:00:00,17700,39300
1970-01-01 03:05:00,18000,37800
1970-01-01 03:10:00,18600,36600
1970-01-01 03:15:00,18000,36900
1970-01-01 03:20:00,18000,33900
1970-01-01 03:25:00,17700,34800
1970-01-01 03:30:00,17700,35700
1970-01-01 03:35:00,18000,34500
1970-01-01 03:40:00,18000,33900
1970-01-01 03:45:00,18300,33900
1970-01-01 03:50:00,18000,33000
1970-01-01 03:55:00,18600,36000
1970-01-01 04:00:00,18300,36300
1970-01-01 04:05:00,20100,38100
1970-01-01 04:10:00,18900,36600
1970-01-01 04:15:00,19200,34800
1970-01-01 04:20:00,18900,35400
1970-01-01 04:25:00,18900,35100
1970-01-01 04:30:00,18600,34800
1970-01-01 04:35:00,18900,36000
1970-01-01 04:40:00,18600,36600
1970-01-01 04:45:00,19200,37200
1970-01-01 04:50:00,19200,37200
1970-01-01 04:55:00,19500,35400
1970-01-01 05:00:00,19500,36000
1970-01-01 05:05:00,19800,36300
1970-01-01 05:10:00,19800,35700
1970-01-01 05:15:00,20400,35400
1970-01-01 05:20:00,19500,35700
1970-01-01 05:25:00,20100,34500
1970-01-01 05:30:00,20100,34500
1970-01-01 05:35:00,20700,34800
1970-01-01 05:40:00,20700,34800
1970-01-01 05:45:00,20400,36000
1970-01-01 05:50:00,20400,35100
1970-01-01 05:55:00,20700,34200
1970-01-01 06:00:00,20700,34200
1970-01-01 06:05:00,21300,34800
1970-01-01 06:10:00,21000,33900
1970-01-01 06:15:00,21000,32700
1970-01-01 06:20:00,21000,33600
1970-01-01 06:25:00,21000,32400
1970-01-01 06:30:00,21300,33900
1970-01-01 06:35:00,21000,33600
1970-01-01 06:40:00,21300,35100
1970-01-01 06:45:00,21600,35400
1970-01-01 06:50:00,21600,36900
1970-01-01 06:55:00,21600,37800
1970-01-01 07:00:00,22200,37500
1970-01-01 07:05:00,21600,36900
1970-01-01 07:10:00,21900,36000
1970-01-01 07:15:00,21900,33600
1970-01-01 07:20:00,22200,33000
1970-01-01 07:25:00,22200,33000
1970-01-01 07:30:00,22800,31800
1970-01-01 07:35:00,22500,31500
1970-01-01 07:40:00,22200,31500
1970-01-01 07:45:00,22500,29700
1970-01-01 07:50:00,22800,31500
1970-01-01 07:55:00,22500,31800
1970-01-01 08:00:00,22800,30300
1970-01-01 08:05:00,22800,32700
1970-01-01 08:10:00,23400,30300
1970-01-01 08:15:00,23100,31800
1970-01-01 08:20:00,23100,30900
1970-01-01 08:25:00,23100,30300
1970-01-01 08:30:00,23700,32400
1970-01-01 08:35:00,23700,33000
1970-01-01 08:40:00,23700,33300
1970-01-01 08:45:00,23700,33900
1970-01-01 08:50:00,23700,32100
1970-01-01 08:55:00,24000,28500
1970-01-01 09:00:00,23700,29400
1970-01-01 09:05:00,23400,28500
1970-01-01 09:10:00,24300,28500
1970-01-01 09:15:00,24300,28200
1970-01-01 09:20:00,24300,27900
1970-01-01 09:25:00,24000,30900
1970-01-01 09:30:00,24600,87600
1970-01-01 09:35:00,24600,87000
1970-01-01 09:40:00,24900,32100
1970-01-01 09:45:00,24600,32700
1970-01-01 09:50:00,24900,33000
1970-01-01 09:55:00,24300,34200
1970-01-01 10:00:00,24900,33000
1970-01-01 10:05:00,24900,35400
1970-01-01 10:10:00,24900,35700
1970-01-01 10:15:00,25200,34500
1970-01-01 10:20:00,25200,35100
1970-01-01 10:25:00,25200,34500
1970-01-01 10:30:00,25500,36600
1970-01-01 10:35:00,25200,37500
1970-01-01 10:40:00,25800,38700
1970-01-01 10:45:00,25500,39600
1970-01-01 10:50:00,25200,39600
1970-01-01 10:55:00,25800,39600
1970-01-01 11:00:00,26100,39300
1970-01-01 11:05:00,26100,37500
1970-01-01 11:10:00,26400,37200
1970-01-01 11:15:00,25800,38400
1970-01-01 11:20:00,26100,37800
1970-01-01 11:25:00,26700,37800
1970-01-01 11:30:00,26700,38100
1970-01-01 11:35:00,26400,38400
1970-01-01 11:40:00,26400,39000
1970-01-01 11:45:00,26700,39900
1970-01-01 11:50:00,27000,39600
1970-01-01 11:55:00,26700,38100
1970-01-01 12:00:00,26700,35700
1970-01-01 12:05:00,27300,36900
1970-01-01 12:10:00,27300,36900
1970-01-01 12:15:00,27000,37800
1970-01-01 12:20:00,27300,40200
1970-01-01 12:25:00,27900,42600
1970-01-01 12:30:00,27600,42600
1970-01-01 12:35:00,27300,41700
1970-01-01 12:40:00,27600,42600
1970-01-01 12:45:00,27900,43500
1970-01-01 12:50:00,27600,45300
1970-01-01 12:55:00,27900,45600
1970-01-01 13:00:00,28800,45600
1970-01-01 13:05:00,28200,45600
1970-01-01 13:10:00,28500,45600
