,reqs
1970-01-01 00:00:00,11828
1970-01-01 00:05:00,11893
1970-01-01 00:10:00,11845
1970-01-01 00:15:00,11843
1970-01-01 00:20:00,11872
1970-01-01 00:25:00,11783
1970-01-01 00:30:00,11838
1970-01-01 00:35:00,11813
1970-01-01 00:40:00,11775
1970-01-01 00:45:00,11831
1970-01-01 00:50:00,11804
1970-01-01 00:55:00,11918
1970-01-01 01:00:00,11844
1970-01-01 01:05:00,11776
1970-01-01 01:10:00,11876
1970-01-01 01:15:00,11829
1970-01-01 01:20:00,11842
1970-01-01 01:25:00,11886
1970-01-01 01:30:00,11779
1970-01-01 01:35:00,11866
1970-01-01 01:40:00,11842
1970-01-01 01:45:00,11874
1970-01-01 01:50:00,11879
1970-01-01 01:55:00,11786
1970-01-01 02:00:00,11800
1970-01-01 02:05:00,11919
1970-01-01 02:10:00,13071
1970-01-01 02:15:00,34666
1970-01-01 02:20:00,11853
1970-01-01 02:25:00,11833
1970-01-01 02:30:00,11859
1970-01-01 02:35:00,11823
1970-01-01 02:40:00,11872
1970-01-01 02:45:00,11835
1970-01-01 02:50:00,11815
1970-01-01 02:55:00,11881
1970-01-01 03:00:00,11866
1970-01-01 03:05:00,11830
1970-01-01 03:10:00,11846
1970-01-01 03:15:00,11901
1970-01-01 03:20:00,11803
1970-01-01 03:25:00,11838
1970-01-01 03:30:00,11880
1970-01-01 03:35:00,11869
1970-01-01 03:40:00,11806
1970-01-01 03:45:00,11906
1970-01-01 03:50:00,11821
1970-01-01 03:55:00,11835
1970-01-01 04:00:00,11782
1970-01-01 04:05:00,11816
1970-01-01 04:10:00,11865
1970-01-01 04:15:00,11830
1970-01-01 04:20:00,11809
1970-01-01 04:25:00,11870
1970-01-01 04:30:00,11871
1970-01-01 04:35:00,11874
1970-01-01 04:40:00,11822
1970-01-01 04:45:00,11821
1970-01-01 04:50:00,11828
1970-01-01 04:55:00,11803
1970-01-01 05:00:00,11829
1970-01-01 05:05:00,11853
1970-01-01 05:10:00,11953
1970-01-01 05:15:00,11835
1970-01-01 05:20:00,11905
1970-01-01 05:25:00,11819
1970-01-01 05:30:00,11755
1970-01-01 05:35:00,11876
1970-01-01 05:40:00,11810
1970-01-01 05:45:00,11874
1970-01-01 05:50:00,11881
1970-01-01 05:55:00,11835
1970-01-01 06:00:00,11916
1970-01-01 06:05:00,11872
1970-01-01 06:10:00,11811
1970-01-01 06:15:00,11908
1970-01-01 06:20:00,11888
1970-01-01 06:25:00,11868
1970-01-01 06:30:00,11910
1970-01-01 06:35:00,11835
1970-01-01 06:40:00,11801
1970-01-01 06:45:00,11814
1970-01-01 06:50:00,11786
1970-01-01 06:55:00,11815
1970-01-01 07:00:00,11827
1970-01-01 07:05:00,11885
1970-01-01 07:10:00,11757
1970-01-01 07:15:00,11786
1970-01-01 07:20:00,11939
1970-01-01 07:25:00,11879
1970-01-01 07:30:00,11837
1970-01-01 07:35:00,11814
1970-01-01 07:40:00,11810
1970-01-01 07:45:00,11923
1970-01-01 07:50:00,11784
1970-01-01 07:55:00,11797
1970-01-01 08:00:00,11824
1970-01-01 08:05:00,11818
1970-01-01 08:10:00,11847
1970-01-01 08:15:00,11863
1970-01-01 08:20:00,11845
1970-01-01 08:25:00,11845
1970-01-01 08:30:00,11847
1970-01-01 08:35:00,11871
1970-01-01 08:40:00,11885
1970-01-01 08:45:00,11805
1970-01-01 08:50:00,11810
1970-01-01 08:55:00,11820
1970-01-01 09:00:00,11841
1970-01-01 09:05:00,11838
1970-01-01 09:10:00,11924
1970-01-01 09:15:00,11921
1970-01-01 09:20:00,11830
1970-01-01 09:25:00,11867
1970-01-01 09:30:00,11839
1970-01-01 09:35:00,11872
1970-01-01 09:40:00,11866
1970-01-01 09:45:00,11886
1970-01-01 09:50:00,11878
1970-01-01 09:55:00,11797
1970-01-01 10:00:00,11877
1970-01-01 10:05:00,11819
1970-01-01 10:10:00,11743
1970-01-01 10:15:00,11841
1970-01-01 10:20:00,11849
1970-01-01 10:25:00,11963
1970-01-01 10:30:00,11940
1970-01-01 10:35:00,11868
1970-01-01 10:40:00,11798
1970-01-01 10:45:00,11843
1970-01-01 10:50:00,11903
1970-01-01 10:55:00,11869
1970-01-01 11:00:00,11815
1970-01-01 11:05:00,11819
1970-01-01 11:10:00,11860
1970-01-01 11:15:00,11943
1970-01-01 11:20:00,11896
1970-01-01 11:25:00,11890
1970-01-01 11:30:00,11902
1970-01-01 11:35:00,11728
1970-01-01 11:40:00,11837
1970-01-01 11:45:00,12006
1970-01-01 11:50:00,11868
1970-01-01 11:55:00,11894
1970-01-01 12:00:00,11856
1970-01-01 12:05:00,11740
1970-01-01 12:10:00,11855
1970-01-01 12:15:00,11905
1970-01-01 12:20:00,11860
1970-01-01 12:25:00,11843
1970-01-01 12:30:00,11814
1970-01-01 12:35:00,11785
1970-01-01 12:40:00,11963
1970-01-01 12:45:00,11795
1970-01-01 12:50:00,11931
1970-01-01 12:55:00,11792
1970-01-01 13:00:00,11885
1970-01-01 13:05:00,11881
1970-01-01 13:10:00,11863
1970-01-01 13:15:00,11824
1970-01-01 13:20:00,11842
1970-01-01 13:25:00,11890
1970-01-01 13:30:00,11868
1970-01-01 13:35:00,11855
1970-01-01 13:40:00,11861
1970-01-01 13:45:00,11773
1970-01-01 13:50:00,11836
1970-01-01 13:55:00,11912
1970-01-01 14:00:00,11892
1970-01-01 14:05:00,11801
1970-01-01 14:10:00,11874
1970-01-01 14:15:00,11887
1970-01-01 14:20:00,11831
1970-01-01 14:25:00,11898
1970-01-01 14:30:00,11799
1970-01-01 14:35:00,11853
1970-01-01 14:40:00,11832
1970-01-01 14:45:00,11929
1970-01-01 14:50:00,11782
1970-01-01 14:55:00,11869
1970-01-01 15:00:00,11815
1970-01-01 15:05:00,11827
1970-01-01 15:10:00,11955
1970-01-01 15:15:00,11811
1970-01-01 15:20:00,11875
1970-01-01 15:25:00,11971
1970-01-01 15:30:00,11971
1970-01-01 15:35:00,11855
1970-01-01 15:40:00,11825
1970-01-01 15:45:00,11885
1970-01-01 15:50:00,11787
1970-01-01 15:55:00,11870
1970-01-01 16:00:00,11883
1970-01-01 16:05:00,11876
1970-01-01 16:10:00,11856
1970-01-01 16:15:00,11907
1970-01-01 16:20:00,11840
1970-01-01 16:25:00,11926
1970-01-01 16:30:00,11859
1970-01-01 16:35:00,11821
1970-01-01 16:40:00,11866
1970-01-01 16:45:00,11836
1970-01-01 16:50:00,11854
1970-01-01 16:55:00,11871
1970-01-01 17:00:00,11786
1970-01-01 17:05:00,11837
1970-01-01 17:10:00,11771
1970-01-01 17:15:00,11861
1970-01-01 17:20:00,11818
1970-01-01 17:25:00,11851
1970-01-01 17:30:00,11900
1970-01-01 17:35:00,11879
1970-01-01 17:40:00,11851
1970-01-01 17:45:00,11839
1970-01-01 17:50:00,11892
1970-01-01 17:55:00,11861
1970-01-01 18:00:00,11883
1970-01-01 18:05:00,11758
1970-01-01 18:10:00,11778
1970-01-01 18:15:00,11839
1970-01-01 18:20:00,11874
1970-01-01 18:25:00,11909
1970-01-01 18:30:00,11829
1970-01-01 18:35:00,11778
1970-01-01 18:40:00,11928
1970-01-01 18:45:00,11785
1970-01-01 18:50:00,11860
1970-01-01 18:55:00,11889
1970-01-01 19:00:00,11840
1970-01-01 19:05:00,11809
1970-01-01 19:10:00,11917
1970-01-01 19:15:00,11799
1970-01-01 19:20:00,11852
1970-01-01 19:25:00,11872
1970-01-01 19:30:00,11791
1970-01-01 19:35:00,11817
1970-01-01 19:40:00,11874
1970-01-01 19:45:00,11854
1970-01-01 19:50:00,11801
1970-01-01 19:55:00,11809
1970-01-01 20:00:00,11917
1970-01-01 20:05:00,11823
1970-01-01 20:10:00,11805
1970-01-01 20:15:00,11778
1970-01-01 20:20:00,11865
1970-01-01 20:25:00,11896
1970-01-01 20:30:00,11805
1970-01-01 20:35:00,11810
1970-01-01 20:40:00,11790
1970-01-01 20:45:00,11778
1970-01-01 20:50:00,11889
1970-01-01 20:55:00,11775
1970-01-01 21:00:00,11825
1970-01-01 21:05:00,11859
1970-01-01 21:10:00,11871
1970-01-01 21:15:00,11843
1970-01-01 21:20:00,11775
1970-01-01 21:25:00,11873
1970-01-01 21:30:00,11851
1970-01-01 21:35:00,11920
1970-01-01 21:40:00,11847
1970-01-01 21:45:00,11794
1970-01-01 21:50:00,11769
1970-01-01 21:55:00,11818
1970-01-01 22:00:00,11861
1970-01-01 22:05:00,11784
1970-01-01 22:10:00,11774
1970-01-01 22:15:00,11849
1970-01-01 22:20:00,11828
1970-01-01 22:25:00,11843
1970-01-01 22:30:00,11883
1970-01-01 22:35:00,11856
1970-01-01 22:40:00,11847
1970-01-01 22:45:00,11894
1970-01-01 22:50:00,11846
1970-01-01 22:55:00,11861
1970-01-01 23:00:00,11803
1970-01-01 23:05:00,11949
1970-01-01 23:10:00,11859
1970-01-01 23:15:00,11790
1970-01-01 23:20:00,11951
1970-01-01 23:25:00,11887
1970-01-01 23:30:00,11860
1970-01-01 23:35:00,11832
1970-01-01 23:40:00,11937
1970-01-01 23:45:00,11929
1970-01-01 23:50:00,11886
1970-01-01 23:55:00,11805
