,reqs
1970-01-01 00:00:00,24993
1970-01-01 00:05:00,24762
1970-01-01 00:10:00,24757
1970-01-01 00:15:00,25689
1970-01-01 00:20:00,27627
1970-01-01 00:25:00,30653
1970-01-01 00:30:00,27264
1970-01-01 00:35:00,26909
1970-01-01 00:40:00,27718
1970-01-01 00:45:00,27442
1970-01-01 00:50:00,27712
1970-01-01 00:55:00,30116
1970-01-01 01:00:00,32201
1970-01-01 01:05:00,33503
1970-01-01 01:10:00,34227
1970-01-01 01:15:00,37828
1970-01-01 01:20:00,40218
1970-01-01 01:25:00,41573
1970-01-01 01:30:00,41588
1970-01-01 01:35:00,40935
1970-01-01 01:40:00,38390
1970-01-01 01:45:00,37299
1970-01-01 01:50:00,38616
1970-01-01 01:55:00,37525
1970-01-01 02:00:00,38985
1970-01-01 02:05:00,40107
1970-01-01 02:10:00,41774
1970-01-01 02:15:00,43233
1970-01-01 02:20:00,43000
1970-01-01 02:25:00,42497
1970-01-01 02:30:00,41291
1970-01-01 02:35:00,41408
1970-01-01 02:40:00,40350
1970-01-01 02:45:00,39265
1970-01-01 02:50:00,37855
1970-01-01 02:55:00,37499
1970-01-01 03:00:00,36269
1970-01-01 03:05:00,34959
1970-01-01 03:10:00,33931
1970-01-01 03:15:00,33672
1970-01-01 03:20:00,31022
1970-01-01 03:25:00,31911
1970-01-01 03:30:00,33176
1970-01-01 03:35:00,32673
1970-01-01 03:40:00,31053
1970-01-01 03:45:00,30501
1970-01-01 03:50:00,30959
1970-01-01 03:55:00,33153
1970-01-01 04:00:00,34178
1970-01-01 04:05:00,34680
1970-01-01 04:10:00,33709
1970-01-01 04:15:00,32724
1970-01-01 04:20:00,33015
1970-01-01 04:25:00,32734
1970-01-01 04:30:00,32228
1970-01-01 04:35:00,33066
1970-01-01 04:40:00,33937
1970-01-01 04:45:00,34530
1970-01-01 04:50:00,33705
1970-01-01 04:55:00,33294
1970-01-01 05:00:00,33580
1970-01-01 05:05:00,33068
1970-01-01 05:10:00,33333
1970-01-01 05:15:00,33106
1970-01-01 05:20:00,33379
1970-01-01 05:25:00,32421
1970-01-01 05:30:00,32538
1970-01-01 05:35:00,32736
