datetime,app0,app1
1970-01-01 00:00:00,180000,180000
1970-01-01 01:00:00,180000,172800
1970-01-01 02:00:00,460800,176400
1970-01-01 03:00:00,176400,176400
1970-01-01 04:00:00,180000,180000
1970-01-01 05:00:00,180000,172800
1970-01-01 06:00:00,176400,176400
1970-01-01 07:00:00,176400,172800
1970-01-01 08:00:00,180000,183600
1970-01-01 09:00:00,172800,176400
1970-01-01 10:00:00,176400,176400
1970-01-01 11:00:00,176400,176400
1970-01-01 12:00:00,176400,180000
1970-01-01 13:00:00,176400,169200
1970-01-01 14:00:00,176400,176400
1970-01-01 15:00:00,176400,172800
1970-01-01 16:00:00,176400,176400
1970-01-01 17:00:00,176400,172800
1970-01-01 18:00:00,180000,176400
1970-01-01 19:00:00,180000,176400
1970-01-01 20:00:00,176400,176400
1970-01-01 21:00:00,176400,176400
1970-01-01 22:00:00,176400,176400
1970-01-01 23:00:00,180000,172800
