,reqs
1970-01-01 00:00:00,576000
1970-01-01 01:00:00,604800
1970-01-01 02:00:00,622800
1970-01-01 03:00:00,604800
1970-01-01 04:00:00,633600
1970-01-01 05:00:00,669600
1970-01-01 06:00:00,608400
1970-01-01 07:00:00,507600
1970-01-01 08:00:00,500400
1970-01-01 09:00:00,432000
1970-01-01 10:00:00,374400
1970-01-01 11:00:00,486000
1970-01-01 12:00:00,457200
1970-01-01 13:00:00,486000
1970-01-01 14:00:00,507600
1970-01-01 15:00:00,525600
1970-01-01 16:00:00,450000
1970-01-01 17:00:00,446400
1970-01-01 18:00:00,496800
1970-01-01 19:00:00,457200
1970-01-01 20:00:00,460800
1970-01-01 21:00:00,460800
1970-01-01 22:00:00,460800
1970-01-01 23:00:00,500400
